Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
182,RaiQuan Gray,PF,24,SAS,3,39,22.7,0.676,0.412,0,5.5,14,9.7,25.2,1.2,2.1,5.6,19.5,,0.1,0,0.2,0.187,,5.6,1.8,7.4,0.1
183,A.J. Green,SG,24,MIL,56,614,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,,0.7,0.3,1.1,0.084,,-0.4,-1.7,-2.1,0
184,Danny Green,SG,36,PHI,2,18,0.7,0,0.5,0,0,12.5,6.1,6.5,2.7,0,0,4.8,,0,0,0,-0.035,,-7.4,0.8,-6.6,0
185,Draymond Green,PF,33,GSW,55,1490,14.5,0.587,0.347,0.199,5.6,23,14.4,28.6,1.8,2.9,25,15.3,,1.4,2.2,3.6,0.116,,-0.6,3,2.4,1.7
186,Jalen Green,SG,21,HOU,82,2601,14.7,0.541,0.454,0.264,1.7,15.9,8.7,17.3,1.2,1,11.4,27.4,,0.2,2.9,3.1,0.056,,0.4,-0.9,-0.5,1
187,Javonte Green,SF,30,CHI,9,230,20.2,0.681,0.36,0.173,9.5,23.3,16.3,3.3,2.2,3.6,8,16.7,,0.5,0.3,0.9,0.18,,1.9,0.1,2,0.2
188,Jeff Green,PF,37,HOU,78,1307,11.3,0.59,0.437,0.407,3.7,10.9,7.3,7.3,0.6,2.2,9.6,15.5,,1.4,1.2,2.6,0.095,,-1.6,-0.4,-2.1,0
189,Josh Green,SG,23,DAL,57,1505,9.9,0.588,0.5,0.152,2.9,10.4,6.7,11.1,1.5,0.5,13.1,13.1,,1,1.2,2.2,0.071,,-2.4,-0.3,-2.7,-0.3
190,AJ Griffin,SF,20,ATL,20,171,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,,-0.4,0,-0.4,-0.12,,-6,-3.5,-9.6,-0.3
191,Quentin Grimes,SG,23,TOT,51,1025,8.9,0.516,0.732,0.137,1.6,9.3,5.5,8.7,1.7,0.6,7.5,15.8,,0.3,1,1.3,0.06,,-2.6,0.4,-2.2,-0.1
191,Quentin Grimes,SG,23,NYK,45,910,9.5,0.543,0.741,0.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,,0.7,0.9,1.5,0.081,,-1.9,0.4,-1.5,0.1
191,Quentin Grimes,SG,23,DET,6,115,3.9,0.342,0.667,0.262,1,10.9,5.8,15.8,2.1,3,13,20,,-0.4,0.1,-0.3,-0.109,,-7.8,-0.4,-8.1,-0.2
192,Mouhamadou Gueye,PF,25,TOR,11,120,4.6,0.31,0.079,0.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,,-0.5,0.2,-0.4,-0.147,,-11,-0.9,-11.9,-0.3
193,Mouhamed Gueye,PF,21,ATL,6,73,15,0.468,0.391,0.261,14.4,18.6,16.4,7,3.3,4.9,3.8,15.2,,0.1,0.1,0.2,0.127,,-2.1,0.6,-1.5,0
194,Rui Hachimura,PF,25,LAL,68,1826,15,0.628,0.343,0.198,3.7,13.7,8.9,6.3,1.1,1.2,5.9,18.5,,2.7,1.5,4.1,0.108,,0,-0.9,-0.9,0.5
195,Ashton Hagans,PG,24,POR,19,316,8.5,0.51,0.352,0.239,4.7,11.7,8,23.7,1.7,2.6,27.7,14.6,,-0.2,0.3,0,0.006,,-4.4,0.9,-3.5,-0.1
196,Tyrese Haliburton,PG,23,IND,69,2224,23.3,0.605,0.51,0.217,1.8,12,6.9,44.9,1.8,1.7,12.2,24.6,,7.6,1.5,9,0.195,,7.3,-0.4,6.9,5
197,R.J. Hampton,PG,22,MIA,8,76,0.9,0.336,0.571,0.143,3,6,4.5,13.6,0,0,16.8,10.5,,-0.1,0,-0.1,-0.038,,-8.1,-1.4,-9.5,-0.1
198,Tim Hardaway Jr.,SF,31,DAL,79,2120,12.1,0.542,0.612,0.173,1.1,11.9,6.5,9.2,1,0.2,6.2,22.6,,0.8,1.4,2.2,0.05,,-0.8,-2.1,-2.9,-0.5
199,James Harden,PG,34,LAC,72,2470,18.6,0.612,0.594,0.418,1.6,14.8,8.4,33.6,1.5,2.1,16,20.6,,5.9,2.5,8.4,0.163,,3.8,0.3,4.1,3.8
200,Jaden Hardy,SG,21,DAL,73,989,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,,-0.4,0.7,0.3,0.014,,-2,-2.1,-4.1,-0.5
201,Ron Harper Jr.,PF,23,TOR,1,4,0,,,,0,0,0,28.6,0,0,,0,,0,0,0,0.087,,-11.7,2.8,-8.8,0
202,Gary Harris,SG,29,ORL,54,1297,9.4,0.587,0.69,0.152,2.2,6.1,4.1,9.1,1.9,1,8.9,11.7,,1.1,1.5,2.7,0.099,,-2.3,1.1,-1.2,0.3
203,Joe Harris,SG,32,DET,16,170,4.6,0.489,0.769,0.051,1.9,6.7,4.3,7.7,0.8,1,9.1,11,,0,0,0,0.001,,-4.7,-1.1,-5.9,-0.2
204,Kevon Harris,SG,26,ORL,2,6,11.1,0.667,0,0,0,39.5,19.6,33,0,0,25,29.1,,0,0,0,0.038,,-15.5,-0.3,-15.8,0
205,Tobias Harris,PF,31,PHI,70,2368,16.5,0.576,0.271,0.224,3.7,17.7,10.6,13.8,1.5,1.8,8.2,20.7,,3.2,2.7,5.9,0.121,,1,-0.1,0.9,1.7
206,Shaquille Harrison,SG,30,MEM,3,6,15.9,0.5,0,0,0,38,18.2,0,0,15.6,0,14.3,,0,0,0,0.09,,-0.7,5.2,4.6,0
207,Josh Hart,SF,28,NYK,81,2707,11.8,0.522,0.38,0.169,5.3,22.8,14,16.3,1.4,0.8,13.9,13.5,,2,3.6,5.7,0.1,,-1.3,1.4,0,1.4
208,Isaiah Hartenstein,C,25,NYK,75,1896,18.9,0.67,0.008,0.43,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12,,4.6,3.5,8.1,0.204,,0.7,2.8,3.5,2.6
209,Sam Hauser,SF,26,BOS,79,1741,13,0.629,0.833,0.034,2.9,13.7,8.6,6.2,1.1,1.3,5.3,15,,2.7,2.1,4.9,0.134,,1.2,0,1.2,1.4
210,Jordan Hawkins,SG,21,NOP,67,1160,10.2,0.533,0.654,0.175,2.8,11.3,7.1,8.2,0.8,0.6,7.5,19.9,,0.3,1,1.3,0.053,,-1.3,-1.7,-3.1,-0.3
211,Jaxson Hayes,C,23,LAL,70,877,14,0.718,0.046,0.469,9.2,17.1,13.4,5,1.8,2.9,16.9,12.5,,1.4,1.1,2.5,0.135,,-2.8,0.9,-1.9,0
212,Killian Hayes,PG,22,DET,42,1008,10.5,0.474,0.261,0.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,,0,0.7,0.7,0.032,,-2.9,0.2,-2.7,-0.2
213,Gordon Hayward,SF,33,TOT,51,1245,12.8,0.548,0.223,0.298,3.4,13,8.1,18.3,1.6,1,12.6,18.4,,0.6,0.9,1.5,0.058,,-1.6,-0.5,-2.1,0
213,Gordon Hayward,SF,33,CHO,25,798,14.2,0.544,0.205,0.273,3.4,13.4,8.2,22.1,1.7,1.4,13.3,21.2,,0.3,0.4,0.7,0.041,,-1.2,-0.6,-1.8,0
213,Gordon Hayward,SF,33,OKC,26,447,10.3,0.56,0.274,0.368,3.4,12.2,8,11.5,1.3,0.2,10.9,13.4,,0.4,0.5,0.8,0.088,,-2.4,-0.2,-2.6,-0.1
214,Scoot Henderson,PG,19,POR,62,1765,9.5,0.489,0.336,0.256,3.2,9.5,6.2,29.9,1.3,0.7,19.3,26.5,,-2.5,0.9,-1.7,-0.045,,-3.5,-2.3,-5.8,-1.7
215,Taylor Hendricks,PF,20,UTA,40,856,11.8,0.578,0.583,0.121,6,17.7,11.9,5,1.6,3.1,9.7,13.7,,0.7,0.6,1.2,0.07,,-1.3,-0.4,-1.6,0.1
216,Tyler Herro,SG,24,MIA,42,1407,15.7,0.558,0.453,0.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,,0.4,1.6,2,0.068,,1.5,-0.7,0.8,1
217,Buddy Hield,SF-SG,31,TOT,84,2160,13.3,0.578,0.668,0.069,3.1,10.9,7,14.5,1.6,1.6,10.5,19.2,,1.9,1.6,3.5,0.077,,1,-0.6,0.4,1.3
217,Buddy Hield,SF,31,IND,52,1336,13.1,0.586,0.691,0.064,2.9,11.3,7.1,12.9,1.5,1.8,10.4,18.6,,1.2,0.8,2,0.07,,1,-0.8,0.2,0.7
217,Buddy Hield,SG,31,PHI,32,824,13.6,0.566,0.634,0.078,3.6,10.2,6.8,17.1,1.6,1.2,10.6,20.2,,0.7,0.8,1.5,0.088,,1,-0.3,0.8,0.6
218,Haywood Highsmith,PF,27,MIA,66,1366,11.1,0.587,0.584,0.109,5.3,12.1,8.7,7.2,1.9,2.1,9,12.4,,1.1,1.9,3.1,0.108,,-1.8,1.1,-0.7,0.5
219,Nate Hinton,SG,24,HOU,15,75,17.6,0.585,0.538,0.192,9.9,21.7,15.7,18.6,1.9,2.5,9.6,17.7,,0.2,0.1,0.3,0.187,,1.9,1.7,3.6,0.1
220,D'Moi Hodge,SG,25,LAL,7,41,6.1,0.441,0.8,0.133,0,0,0,15.6,1.2,2.1,5.9,17.8,,0,0,0,-0.019,,-3.7,-2.6,-6.3,0
221,Aaron Holiday,PG,27,HOU,78,1269,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,,1.3,1.2,2.5,0.094,,-1.8,0.3,-1.5,0.2
222,Jrue Holiday,PG,33,BOS,69,2263,14.4,0.597,0.467,0.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,,3.3,3,6.3,0.133,,1,1.1,2.1,2.4
223,Justin Holiday,SG,34,DEN,58,862,9.7,0.598,0.701,0.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,,0.9,0.9,1.8,0.101,,-2.5,0.9,-1.6,0.1
224,Richaun Holmes,C-PF,30,TOT,40,555,14.5,0.593,0.02,0.32,13.7,21.8,17.7,6,0.9,2.9,12.5,14.7,,0.8,0.5,1.3,0.114,,-2.4,-0.8,-3.3,-0.2
224,Richaun Holmes,C,30,DAL,23,237,13.9,0.572,0,0.356,15.3,20.7,18,8.4,0.6,3.3,15,14.5,,0.3,0.3,0.6,0.119,,-2.4,-0.6,-3,-0.1
224,Richaun Holmes,PF,30,WAS,17,318,14.9,0.608,0.034,0.295,12.5,22.7,17.5,4.3,1.2,2.6,10.8,14.8,,0.5,0.2,0.7,0.11,,-2.4,-1,-3.4,-0.1
225,Chet Holmgren,C,21,OKC,82,2413,20.4,0.632,0.366,0.289,6.2,23.1,15,11.6,1.1,7.3,10.9,21.6,,4.6,4.4,8.9,0.178,,1.8,1.5,3.4,3.3
226,Jalen Hood-Schifino,SG,20,LAL,21,109,-1.5,0.316,0.333,0.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,,-0.6,0.1,-0.5,-0.222,,-12.4,-3.7,-16.1,-0.4
227,Al Horford,C,37,BOS,65,1740,15,0.65,0.616,0.072,5.3,19.7,12.8,12.3,1.1,3.1,10,12,,3.5,2.7,6.2,0.172,,1.7,2,3.6,2.5
228,Talen Horton-Tucker,PG,23,UTA,51,1009,13.4,0.503,0.391,0.234,2.3,10.8,6.6,25.5,2.2,1.7,11.2,24,,0.3,0.5,0.8,0.039,,-0.9,-0.4,-1.2,0.2
229,Danuel House Jr.,SF,30,PHI,34,509,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,,0.3,0.4,0.7,0.066,,-3.4,-0.5,-4,-0.3
230,Caleb Houstan,SF,21,ORL,59,815,8.3,0.582,0.937,0.126,4,8.1,6.1,4.8,0.9,0.5,6.9,12.5,,0.7,0.8,1.5,0.089,,-1.4,-0.5,-1.9,0
231,Jett Howard,SF,20,ORL,18,67,8.6,0.457,0.833,0.133,1.7,10.6,6.1,13,1.5,2.8,8.6,22.7,,-0.1,0.1,0,0.005,,-1.4,-0.3,-1.8,0
232,Kevin Huerter,SG,25,SAC,64,1562,12.4,0.564,0.609,0.084,2.7,13.6,8,14.4,1.4,1.3,8.4,17.3,,1.5,1.4,2.9,0.089,,-0.5,-0.4,-0.8,0.5
233,Jay Huff,C,25,DEN,20,49,18.5,0.724,0.6,0.133,4.7,19.8,12.4,5.6,2,5.2,5.9,15,,0.1,0.1,0.2,0.212,,-0.3,1.6,1.3,0
234,De'Andre Hunter,SF,26,ATL,57,1681,12.7,0.595,0.459,0.296,1.9,12.9,7.2,7.3,1.1,0.9,10,20.6,,1.6,0.6,2.2,0.062,,-0.9,-1.5,-2.4,-0.2
235,Matthew Hurt,PF,23,MEM,8,113,8.4,0.453,0.588,0.088,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,,0,0.1,0.1,0.031,,-3,-0.7,-3.7,-0.1
236,Bones Hyland,PG,23,LAC,37,540,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,,-0.5,0.5,0,0.003,,-2.8,-0.8,-3.6,-0.2
237,Joe Ingles,SF,36,ORL,68,1169,10.6,0.612,0.709,0.15,1.8,12.6,7.1,23,1.8,0.4,21.7,11.6,,1.1,1.5,2.6,0.108,,-1.7,1.2,-0.5,0.5
238,Brandon Ingram,SF,26,NOP,64,2103,18.2,0.578,0.238,0.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,,2.7,2.4,5.1,0.117,,1.4,-0.3,1.2,1.7
239,Kyrie Irving,SG,31,DAL,58,2030,21.9,0.608,0.372,0.186,2.4,13.2,7.8,23.8,1.7,1.2,8,28.1,,4.9,2,6.9,0.163,,4.8,0.1,4.9,3.6
240,Jonathan Isaac,PF,26,ORL,58,914,19.2,0.61,0.392,0.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,,1.5,2.1,3.6,0.188,,1.4,2.4,3.8,1.4
241,Jaden Ivey,SG,21,DET,77,2217,12.4,0.536,0.379,0.311,4.3,9.1,6.6,20.2,1.2,1.6,14.7,24.9,,-0.5,1,0.5,0.01,,-1.4,-1.7,-3.1,-0.6
242,Andre Jackson Jr.,SG,22,MIL,57,572,8.5,0.596,0.46,0.11,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10,,0.5,0.5,1,0.081,,-3.6,0,-3.6,-0.2
243,GG Jackson II,PF,19,MEM,48,1233,13.7,0.554,0.508,0.272,4.5,13.2,8.7,8,1.1,1.8,9.3,24.2,,0.2,1.1,1.2,0.048,,-0.2,-1.8,-2,0
244,Isaiah Jackson,C,22,IND,59,771,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,,2.2,1.1,3.3,0.204,,0.3,1.4,1.7,0.7
245,Jaren Jackson Jr.,C,24,MEM,66,2124,17.4,0.552,0.315,0.359,4.2,15,9.4,13.1,1.8,4.7,10.6,30.4,,0.2,2.8,3,0.067,,0,0.4,0.4,1.3
246,Justin Jackson,SF,28,MIN,2,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.031,,-6.3,-1.2,-7.5,0
247,Quenton Jackson,PG,25,IND,3,11,16.1,0.532,0,2,0,41.2,20.6,18.6,4.3,0,0,7.2,,0,0,0,0.203,,-3.5,6.8,3.3,0
248,Reggie Jackson,PG,33,DEN,82,1817,11.7,0.521,0.376,0.13,2.1,7.2,4.7,23,1.2,0.6,11.7,21.7,,0.6,1.5,2.1,0.056,,-1.8,-1.5,-3.2,-0.6
249,Trayce Jackson-Davis,PF,23,GSW,68,1130,21.6,0.692,0.003,0.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,,3.2,1.6,4.8,0.205,,1.5,1.2,2.8,1.4
250,LeBron James,PF,39,LAL,71,2504,23.7,0.63,0.286,0.318,2.8,19.3,11.5,37.5,1.7,1.3,14.5,29.2,,5.7,2.8,8.5,0.164,,5.5,0.9,6.5,5.4
251,Jaime Jaquez Jr.,SF,22,MIA,75,2113,12.9,0.574,0.29,0.251,4.4,11,7.6,13.9,1.8,0.9,12.4,18.7,,1.4,2.7,4,0.092,,-2.2,0.3,-1.9,0.1
252,DeJon Jarreau,SG,26,MEM,9,150,9.6,0.392,0.26,0.22,5.6,27.3,16,25.4,2,1.2,14.1,18.3,,-0.2,0.2,0,0.002,,-4.6,0.7,-4,-0.1
253,DaQuan Jeffries,SG,26,NYK,17,46,3.1,0.391,0.588,0.118,0,12.2,6.1,14.9,0,2,14.4,19.6,,-0.1,0,-0.1,-0.087,,-5.6,-2.5,-8.1,-0.1
254,Trey Jemison,C,24,TOT,25,573,11.8,0.582,0,0.184,11.7,13.9,12.8,7.1,1,4.6,18.8,13.5,,0.3,0.6,0.9,0.073,,-4.7,-0.4,-5.1,-0.5
254,Trey Jemison,C,24,WAS,2,1,-36.1,,,,0,100,53.5,0,0,0,100,42.1,,0,0,0,-1.2,,-30.3,-3.6,-33.9,0
254,Trey Jemison,C,24,MEM,23,572,11.9,0.582,0,0.184,11.8,13.7,12.7,7.1,1,4.6,18.3,13.5,,0.3,0.6,0.9,0.075,,-4.7,-0.4,-5.1,-0.4
255,Ty Jerome,SG,26,CLE,2,15,7.6,0.5,0.25,0,7.6,0,3.7,27.3,0,0,20,14.7,,0,0,0,0.04,,-4.1,-0.8,-4.9,0
256,Isaiah Joe,SG,24,OKC,78,1445,13.4,0.626,0.728,0.107,2.6,11,6.9,8.9,1.5,1.4,8.5,16.6,,1.9,1.6,3.5,0.116,,1.1,-0.3,0.9,1
257,Cameron Johnson,PF,27,BRK,58,1599,14.5,0.582,0.57,0.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,,2,1.3,3.3,0.1,,0.9,-0.5,0.4,1
258,Jalen Johnson,SF,22,ATL,56,1889,16.3,0.584,0.285,0.209,4.1,24.8,14.1,15.4,1.7,2.2,11.6,19.1,,2.1,1.7,3.8,0.098,,0.4,0.8,1.2,1.5
259,James Johnson,PF,36,IND,9,47,5,0.368,0.2,0.2,2.4,7.2,4.8,18.6,5,1.7,31.5,14.2,,-0.1,0.1,0,-0.05,,-8,2.2,-5.8,0
260,Keldon Johnson,SF,24,SAS,69,2038,14.2,0.565,0.426,0.256,5,15.1,10,14.2,1.2,0.8,9.4,21.9,,1.5,1.5,3,0.071,,-0.3,-1.4,-1.7,0.2
261,Keon Johnson,SG,21,BRK,5,61,13.1,0.59,0.476,0.571,5.2,7.4,6.3,6.9,2.4,1.5,16,22.2,,0,0.1,0.1,0.068,,-1.6,-1.1,-2.7,0
262,Keyontae Johnson,SF,23,OKC,9,66,1.6,0.344,0.188,0,7,9.8,8.4,7.2,0.7,0,20,13.1,,-0.1,0.1,-0.1,-0.068,,-7.5,-2.2,-9.8,-0.1
263,Nikola Joki_,C,28,DEN,79,2737,31,0.65,0.164,0.31,9.3,29.6,19.8,42,2,2.1,12.9,29.3,,12,5.1,17,0.299,,9,4.2,13.2,10.6
264,Colby Jones,SG,21,SAC,30,192,8.9,0.422,0.31,0.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,,-0.2,0.2,0,0.007,,-5.4,0.4,-5,-0.1
265,Damian Jones,C,28,CLE,39,270,15.8,0.659,0.194,0.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,,0.4,0.4,0.8,0.15,,-1.7,1.2,-0.5,0.1
266,Derrick Jones Jr.,SF,26,DAL,76,1783,11.7,0.592,0.483,0.275,5,10.3,7.7,5.5,1.4,2.5,10.5,14.9,,1.5,1.6,3.1,0.083,,-1.3,-0.3,-1.5,0.2
267,Herbert Jones,SF,25,NOP,76,2321,13.2,0.636,0.464,0.269,3.6,9.4,6.5,11.3,2.2,2.6,12.4,14.1,,3.3,3,6.3,0.131,,-0.9,1.5,0.6,1.6
268,Mason Jones,SG,25,SAC,5,28,5.8,0.394,0.875,0.25,3.9,16.4,10,21.7,1.7,0,18.4,16.6,,0,0,0,-0.018,,-5.4,0,-5.5,0
269,Tre Jones,PG,24,SAS,77,2138,14.7,0.591,0.318,0.197,2.9,11.8,7.3,30.8,1.7,0.3,15.1,15.2,,3.4,1.6,4.9,0.111,,-0.4,0.1,-0.4,0.9
270,Tyus Jones,PG,27,WAS,66,1933,16.5,0.578,0.384,0.06,1.1,9,5,34.6,1.7,0.8,8.8,16.3,,3.9,0.7,4.5,0.113,,1.5,-0.9,0.7,1.3
271,DeAndre Jordan,C,35,DEN,36,396,16,0.61,0,0.57,15.6,28,22,8.5,0.8,3.4,16.5,15.4,,0.6,0.6,1.2,0.147,,-1.7,-0.1,-1.7,0
272,Cory Joseph,PG,32,GSW,26,296,6.2,0.47,0.656,0.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,,0,0.2,0.2,0.034,,-4,-0.7,-4.7,-0.2
273,Nikola Jovi_,PF,20,MIA,46,896,12.8,0.583,0.58,0.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,,0.6,1.3,1.9,0.103,,-0.9,1.3,0.3,0.5
274,Johnny Juzang,SG,22,UTA,20,372,9.6,0.62,0.7,0.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,,0.4,0,0.4,0.047,,-1.5,-2.2,-3.7,-0.2
275,Luke Kennard,SG,27,MEM,39,999,13.1,0.641,0.756,0.143,1.2,11.6,6.2,20.8,1,0.2,13.9,16.7,,1.4,0.7,2.1,0.099,,0.6,-0.9,-0.3,0.4
276,Walker Kessler,C,22,UTA,64,1493,18,0.663,0.054,0.266,12.3,23.1,17.7,5.6,1,9.2,14.4,12.8,,2.4,1.7,4.1,0.131,,-0.4,1.3,0.9,1.1
277,Braxton Key,SF,26,DEN,20,60,16.5,0.536,0.294,0.471,5.7,26.9,16.6,18.8,1.7,1.4,4.6,15.7,,0.1,0.1,0.2,0.18,,0.5,1.6,2.1,0.1
278,Corey Kispert,SF,24,WAS,80,2067,12.8,0.62,0.605,0.198,1.5,10.3,5.8,10.7,0.9,0.6,10.2,19.6,,1.7,0.4,2.1,0.048,,-0.2,-2,-2.1,-0.1
279,Maxi Kleber,C,32,DAL,43,871,8.8,0.573,0.63,0.322,3.8,14.1,9,9.5,0.9,3,14.4,9.6,,0.6,0.8,1.4,0.08,,-2.3,1,-1.3,0.2
280,Kevin Knox,SF,24,DET,31,560,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,,0.1,0.2,0.4,0.033,,-2.8,-1.8,-4.6,-0.4
281,John Konchar,SF,27,MEM,55,1173,11.4,0.537,0.577,0.12,6.5,18,12,13,2.1,4.1,17.4,9.7,,0.5,1.7,2.2,0.091,,-2.6,2.2,-0.4,0.5
282,Furkan Korkmaz,SG,26,PHI,35,300,9.2,0.519,0.526,0.263,1.4,9.7,5.5,11,2.3,0.9,10.5,13.6,,0,0.3,0.4,0.057,,-3.2,0.4,-2.7,-0.1
283,Luke Kornet,C,28,BOS,63,983,19.8,0.736,0.005,0.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11,,3.5,1.6,5.1,0.248,,1.6,1.8,3.4,1.3
284,Vit Krejci,PG,23,ATL,22,541,8.4,0.633,0.654,0.058,2.1,8.6,5.2,11.6,1.2,1,15.8,9.8,,0.5,0.1,0.6,0.056,,-3.3,-0.4,-3.7,-0.2
285,Jonathan Kuminga,PF,21,GSW,74,1949,17,0.598,0.191,0.347,5.2,14.4,9.8,12.5,1.4,1.7,10.9,24.1,,2.7,1.9,4.6,0.113,,0,-0.4,-0.4,0.8
286,Kyle Kuzma,PF,28,WAS,70,2281,15.7,0.547,0.343,0.183,2.8,19.3,10.9,20.7,0.8,1.8,11.9,29.7,,-1,1.1,0.2,0.004,,0.5,-1.6,-1.1,0.5
287,Jock Landale,C,28,HOU,56,763,15.6,0.584,0.194,0.316,12.2,11.9,12.1,11.8,1.3,4,11.7,14.8,,1.4,0.9,2.3,0.146,,-0.5,0.4,-0.1,0.4
288,Jake LaRavia,PF,22,MEM,35,806,12.6,0.54,0.515,0.36,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,,0.3,0.8,1,0.062,,-1.4,-1,-2.5,-0.1
289,Zach LaVine,SG,28,CHI,25,872,15.1,0.578,0.449,0.274,1,15.8,8.3,16.8,1.2,0.9,11,23.8,,0.8,0.6,1.5,0.08,,0.8,-0.7,0.1,0.5
290,A.J. Lawson,SG,23,DAL,42,311,11.2,0.519,0.413,0.19,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20,,0,0.3,0.2,0.036,,-3.1,-1.5,-4.6,-0.2
291,Saben Lee,PG,24,PHO,24,185,13.5,0.492,0.291,0.709,5.8,12.8,9.5,21,1.8,1.4,10,18.8,,0.2,0.2,0.4,0.099,,-2,0.6,-1.4,0
292,Alex Len,C,30,SAC,48,444,14.7,0.625,0.037,0.42,11.3,21.2,16.1,14.4,1.2,6.8,22,11.8,,0.6,0.7,1.3,0.138,,-2.7,2.9,0.2,0.2
293,Kawhi Leonard,SF,32,LAC,68,2330,23.2,0.626,0.289,0.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,,6,2.9,8.9,0.184,,4.8,0.6,5.5,4.4
294,Caris LeVert,SG,29,CLE,68,1958,14.6,0.524,0.405,0.245,2.3,13.7,8,25.7,1.9,1.6,11.4,23.1,,1,2.6,3.6,0.088,,-0.6,0.8,0.2,1.1
295,Kira Lewis Jr.,PG,22,TOT,28,265,8.6,0.441,0.359,0.217,3.8,7,5.4,18.8,1.7,0.7,12.2,18.5,,-0.2,0.2,0,-0.005,,-4.4,-1.4,-5.8,-0.3
295,Kira Lewis Jr.,PG,22,NOP,15,144,5.7,0.387,0.385,0.212,3.1,7.6,5.4,16.2,1.7,0.7,12.3,19.6,,-0.3,0.1,-0.1,-0.045,,-6.4,-1.1,-7.5,-0.2
295,Kira Lewis Jr.,PG,22,TOR,1,2,-7.3,,,,0,0,0,0,0,0,,0,,0,0,0,-0.011,,-22.1,-0.2,-22.3,0
