Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
295,Kira Lewis Jr.,PG,22,UTA,12,119,12.3,0.512,0.325,0.225,4.7,6.4,5.6,22.2,1.6,0.7,12,17.6,,0.1,0,0.1,0.042,,-1.6,-1.9,-3.5,0
296,Maxwell Lewis,SF,21,LAL,34,103,-3.9,0.246,0.429,0.143,2.3,2.1,2.2,6.8,0.9,0.8,30.9,13.6,,-0.5,0,-0.4,-0.195,,-10.3,-3.2,-13.5,-0.3
297,E.J. Liddell,PF,23,NOP,8,23,4.3,0.291,0.833,0.333,0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,,-0.1,0.1,0,-0.091,,-8.7,4,-4.7,0
298,Damian Lillard,PG,33,MIL,73,2579,19.6,0.59,0.487,0.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,,5.8,1.9,7.7,0.143,,3.4,-1.3,2.1,2.7
299,Nassir Little,SF,23,PHO,45,458,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,,0.3,0.4,0.7,0.074,,-2.4,-0.6,-3,-0.1
300,Dereck Lively II,C,19,DAL,55,1294,18.1,0.728,0.007,0.274,11.4,20.4,16,6.4,1.3,5.2,13.1,12.6,,3.1,1.8,4.9,0.183,,-0.3,0.8,0.5,0.8
301,Isaiah Livers,PF,25,DET,23,469,5.1,0.46,0.664,0.155,3.5,8,5.7,7,1.3,0.9,11.4,12.7,,-0.3,0.2,-0.1,-0.015,,-5,-1.5,-6.5,-0.5
302,Chris Livingston,SF,20,MIL,21,90,6.9,0.547,0.227,0.182,3.7,21.5,12.8,7.2,1.1,0,17.4,13.8,,0,0.1,0.1,0.027,,-7,-1,-8,-0.1
303,Kenneth Lofton Jr.,PF,21,TOT,21,199,14.7,0.537,0.308,0.333,6.6,14.6,10.5,25.7,1.5,2.3,13.5,22.1,,0.1,0.2,0.3,0.068,,-0.6,0.3,-0.3,0.1
303,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.4,0.447,0.27,0.405,2.1,15,8.3,21.6,1.5,2.8,12.1,21.5,,-0.1,0.1,0,-0.011,,-5.4,0.9,-4.5,-0.1
303,Kenneth Lofton Jr.,PF,21,PHI,2,9,-20,0.167,0.333,0,0,37.5,18.4,0,0,0,25,38.4,,-0.1,0,-0.1,-0.705,,-23.4,-9.2,-32.6,-0.1
303,Kenneth Lofton Jr.,PF,21,UTA,4,91,25,0.69,0.343,0.314,12.2,12,12.1,32.7,1.6,2,13.1,21.1,,0.4,0,0.4,0.232,,6.9,0.6,7.5,0.2
304,Kevon Looney,C,27,GSW,74,1194,15.1,0.62,0.004,0.356,13.1,24.6,18.9,14.2,1.1,2.2,15.6,11.3,,2.5,1.6,4,0.162,,-0.8,1.4,0.6,0.8
305,Brook Lopez,C,35,MIL,79,2411,14.8,0.608,0.535,0.177,5.4,13,9.3,7.1,0.9,6.7,8.8,16,,3.1,2.8,5.9,0.117,,0.2,0.8,1,1.8
306,Robin Lopez,C,35,MIL,16,65,6.6,0.453,0.421,0.105,5.2,3.3,4.2,7.8,0.7,3.9,9.1,14.5,,0,0,0,0.007,,-4.7,-1.4,-6.1,-0.1
307,Kevin Love,PF,35,MIA,55,924,18.5,0.597,0.68,0.301,7.2,34.5,20.7,19,1,1.1,10.6,21.9,,1.7,1.6,3.3,0.17,,2.7,1,3.6,1.3
308,Kyle Lowry,PG,37,TOT,60,1690,10.9,0.594,0.663,0.199,2.2,10.8,6.4,20.1,1.7,1.2,17.2,12.9,,1.6,1.9,3.5,0.1,,-1.9,0.9,-1,0.4
308,Kyle Lowry,PG,37,MIA,37,1037,10.9,0.582,0.665,0.174,2.7,11.5,7,19.5,1.9,1.4,16.9,13.5,,0.8,1.4,2.2,0.1,,-2,1.3,-0.8,0.3
308,Kyle Lowry,PG,37,PHI,23,653,11,0.615,0.659,0.244,1.5,9.6,5.5,21.1,1.5,0.8,17.6,12,,0.8,0.6,1.4,0.102,,-1.7,0.4,-1.3,0.1
309,Seth Lundy,SF,23,ATL,9,52,0,0.373,0.765,0.235,2,13.1,7.3,0,0,0,5.1,15.8,,-0.1,0,-0.1,-0.092,,-7.7,-5,-12.7,-0.1
310,Trey Lyles,PF,28,SAC,58,1158,11.9,0.596,0.682,0.218,5.8,19.4,12.4,8.1,0.7,1.5,9.7,14.4,,1.3,1,2.4,0.098,,-0.4,-0.7,-1.1,0.3
311,Théo Maledon,PG,22,TOT,17,213,3.2,0.385,0.429,0.214,2,10.8,6.3,17.8,1.6,0,19,19.6,,-0.6,0.1,-0.5,-0.122,,-8.3,-2.1,-10.3,-0.5
311,Théo Maledon,PG,22,CHO,13,200,3.9,0.379,0.455,0.182,2.2,11,6.5,19,1.7,0,17.4,19.1,,-0.5,0.1,-0.5,-0.11,,-7.7,-1.8,-9.5,-0.4
311,Théo Maledon,PG,22,PHO,4,13,-8,0.47,0,0.75,0,8.3,4.3,0,0,0,36.1,27.7,,-0.1,0,-0.1,-0.296,,-17.6,-6.1,-23.7,-0.1
312,Sandro Mamukelashvili,C,24,SAS,46,451,15.8,0.559,0.413,0.219,10.7,24.7,17.6,15.4,0.7,2.2,10.1,17.7,,0.6,0.4,1,0.11,,-0.1,-0.4,-0.5,0.2
313,Terance Mann,SG,27,LAC,75,1873,12,0.615,0.414,0.193,5.4,9.7,7.7,8.5,1.1,0.7,8.2,13.6,,3,1.2,4.2,0.106,,-0.8,-0.7,-1.5,0.2
314,Tre Mann,PG,22,TOT,41,987,13.7,0.559,0.399,0.187,2.2,15,8.5,24.1,2.5,0.3,16,18.2,,0.4,0.8,1.2,0.058,,-1.7,0.4,-1.3,0.2
314,Tre Mann,PG,22,OKC,13,119,14.2,0.606,0.475,0.025,3.9,18,11.2,22.3,1.2,0,18.2,18,,0.1,0.1,0.3,0.102,,0.4,-0.2,0.1,0.1
314,Tre Mann,PG,22,CHO,28,868,13.7,0.552,0.388,0.21,2,14.6,8.1,24.3,2.7,0.3,15.7,18.2,,0.3,0.6,0.9,0.052,,-2,0.5,-1.5,0.1
315,Boban Marjanovi_,C,35,HOU,14,71,21.1,0.56,0.059,0.412,10.5,38.2,24.2,13.9,0.7,2.6,11.1,27,,0.1,0.1,0.2,0.128,,0.2,-0.5,-0.3,0
316,Lauri Markkanen,PF,26,UTA,55,1820,21.5,0.631,0.493,0.311,7.4,19.6,13.6,9.5,1.3,1.3,7.1,25,,5.2,0.9,6.2,0.163,,5.1,-1.5,3.6,2.6
317,Naji Marshall,SF,26,NOP,66,1257,12.7,0.576,0.409,0.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,,1,1.6,2.6,0.1,,-1.3,0.5,-0.7,0.4
318,Caleb Martin,SF,28,MIA,64,1756,10.8,0.531,0.415,0.177,4.7,13.5,9.1,11.8,1.3,1.6,11.3,17.3,,0.2,2.2,2.4,0.066,,-2.2,0.2,-2,0
319,Cody Martin,SF,28,CHO,28,753,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,,-0.7,0.5,-0.2,-0.012,,-4.1,0.6,-3.5,-0.3
320,KJ Martin,SF,23,TOT,60,746,9.9,0.563,0.155,0.227,6,13.6,9.7,9.4,1.5,1.5,13.9,13.4,,0.3,0.8,1.1,0.071,,-4,-0.1,-4.1,-0.4
320,KJ Martin,SF,23,LAC,2,31,6.9,0.46,0.5,0.2,3.8,7,5.5,4.3,3.2,2.9,15.5,18.2,,-0.1,0,0,-0.034,,-6.8,0.7,-6.1,0
320,KJ Martin,SF,23,PHI,58,715,10,0.569,0.135,0.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,,0.4,0.7,1.1,0.076,,-3.9,-0.1,-4,-0.4
321,Garrison Mathews,SG,27,ATL,66,992,8.9,0.665,0.854,0.186,1.8,8.6,5.1,4.8,1,0.7,7.2,11.1,,1.4,0.2,1.6,0.077,,-2.1,-0.9,-3,-0.2
322,Bennedict Mathurin,SF,21,IND,59,1538,13,0.562,0.323,0.338,4.4,12.8,8.6,9.8,1.1,0.7,11.3,23.4,,0.8,0.7,1.4,0.045,,-1.2,-2.3,-3.4,-0.6
323,Wesley Matthews,SG,37,ATL,36,413,8.2,0.511,0.711,0.247,2.3,12.1,7,6.9,1.9,2.4,6.9,11.7,,0.2,0.3,0.4,0.049,,-3.1,0.3,-2.8,-0.1
324,Tyrese Maxey,PG,23,PHI,70,2626,19.8,0.573,0.401,0.266,1.5,9.5,5.4,26.7,1.3,1.1,6.8,28,,5.9,2.1,8.1,0.147,,4.1,-1,3.1,3.4
325,Skylar Mays,PG-SG,26,TOT,38,433,12,0.466,0.34,0.107,2.5,8.9,5.6,29.1,2.4,0.8,10.7,18.4,,0.1,0.3,0.4,0.044,,-2.1,0.1,-2,0
325,Skylar Mays,PG,26,POR,21,356,11.9,0.457,0.355,0.123,2.7,9.4,5.8,31.8,1.9,0.8,11,19.5,,0,0.2,0.3,0.034,,-1.8,-0.5,-2.3,0
325,Skylar Mays,SG,26,LAL,17,77,12.3,0.524,0.238,0,1.5,6.9,4.3,16.8,4.3,1.1,8.7,12.9,,0,0.1,0.1,0.092,,-3.5,2.9,-0.6,0
326,Miles McBride,PG,23,NYK,68,1328,13.1,0.59,0.586,0.11,2.6,5.9,4.2,12.2,1.9,0.5,5.9,16.4,,2.4,1.3,3.6,0.131,,-0.4,0.4,-0.1,0.6
327,CJ McCollum,PG,32,NOP,66,2159,17.9,0.592,0.528,0.132,2,12.6,7.4,21.4,1.4,1.9,9,24.7,,3.5,2.4,5.9,0.132,,3.3,-0.3,3.1,2.8
328,T.J. McConnell,PG,31,IND,71,1291,20.9,0.586,0.074,0.105,3.2,13.6,8.4,41.8,2.6,0.5,14.8,23.7,,2.8,1.1,3.9,0.143,,2.9,0.1,3,1.6
329,Jaden McDaniels,SF,23,MIN,72,2105,9.4,0.571,0.406,0.126,3.2,8.7,6,6.8,1.5,1.8,11.6,15.7,,0.3,3.1,3.4,0.077,,-3.3,0.7,-2.6,-0.3
330,Jalen McDaniels,SF,26,TOR,50,538,5,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1,12.8,18.7,,-1.1,0.3,-0.8,-0.074,,-7.2,-1.8,-9,-1
331,Doug McDermott,SF,32,TOT,64,904,9.1,0.6,0.806,0.067,1.2,6,3.6,10.3,0.8,0.2,8.7,14.9,,0.6,0.3,0.9,0.046,,-1.5,-1.9,-3.4,-0.3
331,Doug McDermott,SF,32,SAS,46,700,9.5,0.62,0.805,0.079,1.2,6.2,3.7,11.1,0.7,0.2,9.7,14.9,,0.5,0.2,0.8,0.053,,-1,-1.8,-2.9,-0.2
331,Doug McDermott,SF,32,IND,18,204,7.7,0.537,0.812,0.029,1.1,5,3.1,7.6,1.2,0,5.4,15.2,,0.1,0,0.1,0.024,,-3,-2.2,-5.1,-0.2
332,JaVale McGee,C,36,SAC,46,339,19,0.609,0.053,0.341,13.6,28.4,20.8,7.6,2,5.4,18.3,23.4,,0.1,0.6,0.7,0.101,,-1.9,0.6,-1.3,0.1
333,Bryce McGowens,SG,21,CHO,59,882,9.3,0.565,0.443,0.37,2.1,11.2,6.5,8.1,1.2,1.1,10.1,14.9,,0.4,0.3,0.6,0.034,,-3.7,-1.1,-4.9,-0.6
334,Jordan McLaughlin,PG,27,MIN,56,626,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1,11.1,12.1,,1.4,1.1,2.5,0.193,,1.4,2.9,4.2,1
335,De'Anthony Melton,SG,25,PHI,38,1023,13.4,0.533,0.594,0.219,3,12.4,7.6,15.4,2.9,1.4,9,18.3,,0.8,1.4,2.1,0.099,,-0.7,1.2,0.5,0.7
336,Nathan Mensah,C,25,CHO,25,307,5,0.496,0,0.429,10.3,13.6,11.9,3.7,1,4.3,29.6,6.8,,0,0.2,0.1,0.023,,-8.7,-0.1,-8.8,-0.5
337,Sam Merrill,SG,27,CLE,61,1069,13.1,0.598,0.901,0.071,2.3,10.2,6.3,14.1,0.9,0.3,4.5,17.5,,1.9,0.9,2.8,0.125,,1.3,-0.8,0.5,0.7
338,Chimezie Metu,C,26,TOT,51,859,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16,16.2,,0.5,1.1,1.5,0.085,,-2.1,0.8,-1.3,0.2
338,Chimezie Metu,C,26,PHO,37,448,13.9,0.621,0.392,0.331,6.4,20.6,13.9,5.8,2.1,1.8,15.3,17,,0.4,0.6,1,0.106,,-1.6,0.3,-1.3,0.1
338,Chimezie Metu,C,26,DET,14,411,12.6,0.596,0.377,0.184,4.5,18.5,11.4,9.3,2.8,1.5,16.9,15.4,,0.1,0.4,0.5,0.063,,-2.7,1.4,-1.3,0.1
339,Vasilije Mici_,PG,30,TOT,60,1176,10.7,0.524,0.416,0.203,1.3,7.1,4.2,31.1,1.3,0.6,19.7,18.8,,-0.1,0.4,0.4,0.015,,-2.5,-2.2,-4.6,-0.8
339,Vasilije Mici_,PG,30,OKC,30,361,8,0.498,0.495,0.209,0.3,6.8,3.7,25.7,1.2,0.8,22.6,15.4,,-0.1,0.3,0.2,0.021,,-3.9,-1.4,-5.3,-0.3
339,Vasilije Mici_,PG,30,CHO,30,815,11.9,0.532,0.391,0.201,1.7,7.3,4.4,33.5,1.3,0.5,18.7,20.3,,0.1,0.1,0.2,0.012,,-1.9,-2.5,-4.4,-0.5
340,Khris Middleton,SF,32,MIL,55,1487,17,0.595,0.384,0.187,3,15.7,9.5,28.9,1.6,0.9,15.4,23.9,,1.9,1.4,3.4,0.109,,1.1,0,1.1,1.2
341,Brandon Miller,SF,21,CHO,74,2383,13,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,,-0.3,1,0.8,0.015,,-0.9,-1.6,-2.6,-0.3
342,Jordan Miller,SF,24,LAC,8,28,14.1,0.658,0.222,0.222,12.5,7.8,10.1,0,0,0,9.2,17,,0.1,0,0.1,0.116,,0.4,-4.2,-3.8,0
343,Leonard Miller,SF,20,MIN,17,52,27,0.694,0.25,0.1,11.5,31.3,21.8,25.5,1.9,1.7,4.6,18.6,,0.2,0.1,0.3,0.323,,5.9,3.7,9.6,0.2
344,Dariq Whitehead,SF,19,BRK,2,24,4.9,0.255,0.6,0.4,0,18.8,9.1,15.6,0,3.8,0,10.6,,0,0,0,-0.03,,-5.5,-2.4,-7.9,0
345,Patty Mills,PG,35,TOT,32,415,7.2,0.467,0.664,0.084,2.3,7.1,4.7,11.1,2.4,0.2,10.5,15.9,,-0.3,0.4,0.1,0.009,,-5,0.4,-4.6,-0.3
345,Patty Mills,PG,35,ATL,19,202,6.6,0.5,0.667,0,2.6,8.4,5.4,8.7,2.1,0.4,13.6,12.2,,-0.1,0.1,0,0.008,,-4.1,0.4,-3.8,-0.1
345,Patty Mills,PG,35,MIA,13,213,7.9,0.448,0.663,0.138,2.1,5.9,4,13.4,2.6,0,8.6,19.4,,-0.2,0.3,0,0.009,,-5.8,0.5,-5.3,-0.2
346,Shake Milton,SG,27,TOT,48,581,9.2,0.499,0.328,0.251,2.8,11.5,7.3,14.4,1.6,0.9,12.5,18.7,,-0.2,0.8,0.6,0.048,,-4.3,0.6,-3.7,-0.3
346,Shake Milton,SG,27,MIN,38,491,8.3,0.496,0.331,0.275,1.7,9.7,5.9,14.1,1.6,0.9,13.5,18.7,,-0.3,0.7,0.4,0.039,,-4.8,0.6,-4.2,-0.3
346,Shake Milton,SG,27,DET,4,63,14.6,0.494,0.346,0.115,12.2,19.8,15.9,14.1,1.5,1.4,9.9,20.5,,0,0,0.1,0.047,,0.2,0.1,0.3,0
346,Shake Milton,SG,27,NYK,6,27,13.8,0.557,0.222,0.222,0,25,12.5,20.9,1.9,0,0,15.8,,0.1,0,0.1,0.201,,-5.7,2.2,-3.5,0
347,Justin Minaya,SF,24,POR,34,381,5.8,0.391,0.662,0.122,8.3,8.1,8.2,7.3,1.2,2.4,10.3,9.7,,-0.1,0.2,0.1,0.009,,-5.1,-0.5,-5.6,-0.3
348,Josh Minott,SF,21,MIN,32,91,20.4,0.593,0.278,0.389,5.2,15.5,10.6,13.2,2.7,4.9,4.5,21.4,,0.2,0.2,0.4,0.222,,1.8,3.3,5.1,0.2
349,Davion Mitchell,PG,25,SAC,72,1101,9.3,0.555,0.489,0.13,1.9,7.9,4.8,16,0.7,0.2,11.2,14.9,,0.8,0.6,1.3,0.059,,-2.4,-1,-3.4,-0.4
350,Donovan Mitchell,SG,27,CLE,55,1942,22.1,0.595,0.454,0.292,2.7,13.4,8.1,28.3,2.6,1.4,11.1,31.4,,3.6,2.9,6.4,0.159,,4.6,1.2,5.8,3.9
351,Evan Mobley,PF,22,CLE,50,1532,20.1,0.626,0.107,0.31,8.2,25.9,17.2,15.9,1.5,4.2,12.5,20.6,,2.8,2.7,5.5,0.174,,0.9,2,2.9,1.9
352,Isaiah Mobley,PF,24,CLE,10,72,8.1,0.471,0.417,0.042,4.7,10.8,7.8,11.5,1.4,0,7.6,16.2,,0,0.1,0,0.032,,-4.5,-2.1,-6.6,-0.1
353,Malik Monk,SG,25,SAC,72,1872,16,0.564,0.474,0.23,1.6,11.3,6.3,28.9,1.2,1.9,13.2,25.9,,1.9,1.6,3.5,0.09,,1.5,-1,0.6,1.2
354,Moses Moody,SG,21,GSW,66,1156,13.7,0.578,0.476,0.221,6.2,12.1,9.2,6.7,1.8,1.9,8.7,18.4,,1.2,1.2,2.4,0.101,,-0.2,0.1,-0.1,0.6
355,Xavier Moon,SG,29,LAC,14,119,8.1,0.352,0.37,0.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,,-0.2,0.1,-0.1,-0.026,,-4.7,-1.4,-6.1,-0.1
356,Taze Moore,SG,25,POR,4,40,11.8,0.453,0.368,0.105,10.6,11.9,11.2,20.4,2.5,0,13.1,24.3,,0,0,0,-0.017,,-2.5,-0.6,-3.1,0
357,Wendell Moore Jr.,SG,22,MIN,25,75,8.6,0.5,0.333,0,0,17.4,9.1,10.9,3.3,1.2,18.2,13,,-0.1,0.2,0.1,0.052,,-6.1,3.3,-2.8,0
358,Ja Morant,PG,24,MEM,9,318,20.6,0.57,0.3,0.376,2,15.8,8.6,42.2,1.1,1.5,12,30.4,,0.5,0.3,0.8,0.124,,2.7,0.4,3.1,0.4
359,Marcus Morris,PF,34,TOT,49,817,9.9,0.558,0.451,0.167,3.1,15.2,9.1,6.1,0.9,1.4,9.6,16.6,,0.2,0.8,1,0.06,,-2.5,-1.3,-3.8,-0.4
359,Marcus Morris,PF,34,PHI,37,637,10.5,0.559,0.439,0.176,3.1,16.1,9.4,5.7,1,1.6,7.9,16.3,,0.3,0.6,1,0.073,,-2.3,-1.1,-3.4,-0.2
359,Marcus Morris,PF,34,CLE,12,180,8,0.552,0.492,0.136,3.2,12.3,7.8,7.7,0.5,1,15,18,,-0.1,0.2,0.1,0.015,,-3.2,-1.9,-5.1,-0.1
360,Markieff Morris,PF,34,DAL,26,216,6.6,0.467,0.618,0.088,2,17.6,9.9,9.4,1.1,1.2,14.5,16.4,,-0.3,0.2,-0.1,-0.014,,-4,-1.3,-5.3,-0.2
361,Monte Morris,PG,28,TOT,33,476,13.2,0.508,0.458,0.124,1.7,11.5,6.8,20,2,1.7,4.2,15.5,,0.5,0.7,1.2,0.123,,-0.8,1.5,0.7,0.3
361,Monte Morris,PG,28,DET,6,68,8.5,0.398,0.333,0.061,3.2,16.7,9.8,17.5,0.7,1.3,5.6,22.5,,-0.1,0,-0.1,-0.065,,-4.7,-2.2,-6.9,-0.1
361,Monte Morris,PG,28,MIN,27,408,13.9,0.537,0.492,0.142,1.5,10.6,6.3,20.4,2.2,1.7,3.8,14.3,,0.6,0.7,1.3,0.154,,-0.2,2.2,2,0.4
362,Trey Murphy III,SF,23,NOP,57,1690,16.3,0.612,0.717,0.243,2.8,15.5,9.2,10.2,1.5,1.6,4.7,18.6,,3.4,2,5.4,0.154,,2.5,0,2.5,1.9
363,Dejounte Murray,SG,27,ATL,78,2783,17.7,0.555,0.379,0.179,2.3,14.4,8.1,27.9,1.9,0.8,11.3,26.6,,3.3,1.6,4.9,0.084,,2.3,-0.6,1.7,2.6
364,Jamal Murray,PG,26,DEN,59,1861,20.7,0.586,0.346,0.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,,3.8,2.1,5.9,0.153,,4.5,-0.4,4.1,2.9
365,Keegan Murray,SF,23,SAC,77,2588,13.3,0.569,0.524,0.127,4.5,13.9,9.1,6.9,1.5,2.1,5.9,18.1,,2.6,2.6,5.2,0.096,,-0.4,-0.5,-0.9,0.8
366,Kris Murray,SF,23,POR,62,1348,9,0.481,0.5,0.153,6.7,12.3,9.3,8.4,1.9,1.4,12.3,14.1,,-0.4,1,0.7,0.024,,-3.5,-0.2,-3.6,-0.6
367,Mike Muscala,C,32,TOT,53,600,7.5,0.47,0.615,0.16,7,15.8,11.3,7.6,0.7,1.8,11.6,13.4,,-0.2,0.3,0.1,0.009,,-3.9,-1.4,-5.3,-0.5
367,Mike Muscala,C,32,WAS,24,338,7.6,0.481,0.567,0.222,6.8,17.2,11.9,8.2,0.7,1.7,13.9,14.3,,-0.2,0.1,0,-0.005,,-4.4,-1.8,-6.2,-0.4
367,Mike Muscala,C,32,DET,13,171,8.9,0.492,0.773,0.091,6.4,12.6,9.5,7.7,0.8,2.5,4.2,11.9,,0.1,0.1,0.2,0.049,,-1.7,-0.6,-2.2,0
367,Mike Muscala,C,32,OKC,16,91,4.3,0.379,0.5,0.045,8.9,16.5,12.9,5.3,0.5,1,15.1,12.6,,-0.1,0.1,0,-0.017,,-6.4,-1.6,-8,-0.1
368,Svi Mykhailiuk,SF,26,BOS,41,413,11.7,0.575,0.788,0.066,3,10,6.7,11,1.3,0.2,7.8,16.1,,0.5,0.4,0.9,0.106,,-0.9,-0.9,-1.8,0
369,Larry Nance Jr.,C,31,NOP,61,1216,14.9,0.653,0.27,0.253,8.7,19.3,14.1,12.1,2.5,1.5,15.5,11.3,,2.1,1.9,4.1,0.16,,-0.2,2.2,2,1.2
370,Pete Nance,PF,23,CLE,8,27,-3.9,0.218,0.167,0.333,0,12.3,6.2,0,1.8,0,12.7,12.9,,-0.1,0,-0.1,-0.154,,-11.9,-3.2,-15.2,-0.1
371,Andrew Nembhard,PG,24,IND,68,1697,11.3,0.573,0.328,0.107,2.4,7,4.7,20,1.8,0.3,15.6,16,,1.3,0.7,2,0.057,,-1.6,-0.5,-2.2,-0.1
372,Aaron Nesmith,SF,24,IND,72,1995,12.8,0.631,0.526,0.216,3.6,12,7.8,6.6,1.5,2,8.4,16,,2.8,1.3,4.1,0.098,,-0.3,-0.2,-0.5,0.8
373,Georges Niang,PF,30,CLE,82,1831,9.9,0.583,0.627,0.095,1.4,15.5,8.5,7.5,0.8,0.9,9.9,17.6,,0.5,2,2.4,0.064,,-2.5,-0.4,-2.9,-0.4
374,Daishen Nix,PG,21,MIN,15,50,12.3,0.507,0.708,0.25,2.4,4.3,3.4,17.8,4.9,0,15.8,28,,-0.1,0.1,0,0.014,,-2.8,1.4,-1.4,0
375,Zeke Nnaji,PF,23,DEN,58,576,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7,1.3,5.6,13.3,15.4,,0.4,0.8,1.2,0.099,,-3.8,0.1,-3.7,-0.2
376,Jaylen Nowell,SG,24,TOT,13,214,9.2,0.494,0.372,0.115,3,9.6,6.2,13.6,0.9,0.8,7.9,17.8,,0,0.1,0.1,0.016,,-4.1,-1.4,-5.4,-0.2
376,Jaylen Nowell,SG,24,MEM,9,156,6.7,0.453,0.418,0.055,2,8,4.9,15.7,0.9,0,8.2,16.9,,-0.1,0.1,0,-0.007,,-5.9,-1.6,-7.4,-0.2
376,Jaylen Nowell,SG,24,DET,4,58,15.9,0.585,0.261,0.261,5.7,13.7,9.6,8.1,0.8,2.9,7.2,20.3,,0.1,0,0.1,0.078,,0.7,-0.8,-0.1,0
377,Markquis Nowell,SG,24,TOR,1,4,55.5,0.532,0,2,53.9,0,27.5,57.1,12.1,0,0,20.1,,0,0,0.1,0.665,,29.1,14.2,43.3,0
378,Frank Ntilikina,PG,25,CHO,5,43,0,0.253,0.889,0.222,2.5,13.5,7.8,11.5,0,0,9.2,11.2,,-0.1,0,-0.1,-0.099,,-10,-3.4,-13.4,-0.1
379,Jusuf Nurki_,C,29,PHO,76,2078,17.4,0.559,0.144,0.416,12.8,31.7,22.8,19.9,1.9,3.4,19.1,19.1,,2,3.8,5.8,0.133,,-1,2.1,1.1,1.6
380,Jordan Nwora,SF,25,TOT,52,712,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,,-0.1,0.6,0.5,0.034,,-1.1,-1.5,-2.5,-0.1
380,Jordan Nwora,SF,25,IND,18,183,12.2,0.541,0.439,0.134,4.9,15.5,10.2,12.7,1.5,0.4,12.1,22.6,,0,0.1,0.1,0.03,,-1.8,-2.2,-4,-0.1
380,Jordan Nwora,SF,25,TOR,34,529,14.2,0.573,0.438,0.194,4.1,20.4,12.1,12.2,1.8,2,14.8,22.3,,-0.1,0.5,0.4,0.035,,-0.8,-1.2,-2,0
381,Royce O'Neale,SF,30,TOT,79,1954,11.1,0.548,0.783,0.065,3.4,17.9,10.7,15,1.5,2,11.6,13.9,,1.3,2.1,3.4,0.085,,-1,1,0,1
381,Royce O'Neale,SF,30,BRK,49,1202,10.4,0.544,0.815,0.068,3.4,17.1,10.1,15.5,1.3,2.2,13.2,13.9,,0.6,1.2,1.8,0.07,,-1.6,0.8,-0.7,0.4
381,Royce O'Neale,SF,30,PHO,30,752,12.3,0.555,0.734,0.061,3.5,19.2,11.7,14.3,1.8,1.8,9.1,13.9,,0.8,0.9,1.7,0.108,,-0.2,1.4,1.3,0.6
382,Chuma Okeke,SF,25,ORL,47,432,6.9,0.465,0.732,0.063,4.9,17,10.9,6.2,1,1.5,12.2,13.3,,-0.3,0.6,0.3,0.029,,-3.2,-0.2,-3.4,-0.2